PDB ID,Chain ID,Resolution,Chain Length
"2X9Q","A","2.02","289"
"2X9Q","B","2.02","289"
"2X9Z","A","1.30","262"
"2XB0","X","2.00","270"
"2XBU","B","1.80","221"
"2XBU","A","1.80","221"
"2XC8","A","2.35","146"
"2XC8","B","2.35","146"
"2XC8","C","2.35","146"
"2XCJ","A","1.80","99"
"2XCJ","B","1.80","99"
"2XCM","F","2.20","74"
"2XCM","C","2.20","92"
"2XCM","D","2.20","92"
"2XCM","E","2.20","74"
"2XDA","A","1.85","167"
"2XDJ","C","1.82","83"
"2XDJ","D","1.82","83"
"2XDJ","E","1.82","83"
"2XDJ","A","1.82","83"
"2XDJ","F","1.82","83"
"2XDJ","B","1.82","83"
"2XDP","A","1.56","123"
"2XDY","A","2.20","145"
"2XEC","A","2.20","273"
"2XEC","B","2.20","273"
"2XEC","C","2.20","273"
"2XEC","D","2.20","273"
"2XET","A","1.60","89"
"2XET","B","1.60","89"
"2XEU","A","1.50","64"
"2XEV","B","1.57","129"
"2XEV","C","1.57","129"
"2XEV","A","1.57","129"
"2XF7","D","1.61","51"
"2XF7","E","1.61","51"
"2XF7","A","1.61","51"
"2XF7","F","1.61","51"
"2XF7","B","1.61","51"
"2XF7","C","1.61","51"
"2XFD","A","1.19","112"
"2XFG","B","1.68","176"
"2XFV","A","1.90","125"
"2XFV","B","1.90","125"
"2XG5","B","2.00","173"
"2XGA","B","2.30","153"
"2XGA","A","2.30","153"
"2XGF","A","2.20","242"
"2XGF","B","2.20","242"
"2XGF","C","2.20","242"
"2XGR","A","1.70","252"
"2XGW","A","2.10","199"
"2XHA","A","1.91","193"
"2XHA","B","1.91","193"
"2XHF","B","1.30","171"
"2XHF","A","1.30","171"
"2XI7","A","2.20","184"
"2XI7","B","2.20","184"
"2XI7","C","2.20","184"
"2XI7","D","2.20","184"
"2XI8","A","1.21","66"
"2XI8","B","1.21","66"
"2XIF","A","1.65","249"
"2XJ4","A","1.60","286"
"2XJP","A","0.95","258"
"2XJY","A","2.40","131"
"2XKI","A","1.30","110"
"2XKO","C","2.25","89"
"2XKO","D","2.25","89"
"2XLG","A","1.80","239"
"2XLI","A","2.33","191"
"2XLK","A","1.80","191"
"2XLK","B","1.80","191"
"2XM3","A","2.30","140"
"2XM3","F","2.30","140"
"2XM3","B","2.30","140"
"2XM3","C","2.30","140"
"2XM3","D","2.30","140"
"2XM3","E","2.30","140"
"2XMA","F","2.30","143"
"2XMA","A","2.30","143"
"2XMA","B","2.30","143"
"2XMA","E","2.30","143"
"2XME","E","1.89","232"
"2XME","J","1.89","232"
"2XME","A","1.89","232"
"2XME","F","1.89","232"
"2XME","K","1.89","232"
"2XME","B","1.89","232"
"2XME","G","1.89","232"
"2XME","L","1.89","232"
"2XME","C","1.89","232"
"2XME","H","1.89","232"
"2XME","D","1.89","232"
"2XME","I","1.89","232"
"2XMJ","B","1.08","64"
"2XMJ","A","1.08","64"
"2XMX","A","1.67","271"
"2XMX","B","1.67","271"
"2XMZ","A","1.94","269"
"2XNQ","A","1.30","97"
"2XNR","A","1.60","97"
"2XOC","A","1.89","261"
"2XOC","B","1.89","261"
"2XOD","A","0.96","119"
"2XOL","A","1.35","176"
"2XOL","B","1.35","176"
"2XOM","A","0.95","152"
"2XOV","A","1.65","181"
"2XP1","A","2.20","178"
"2XPP","A","1.74","145"
"2XPW","A","1.44","207"
"2XQC","A","1.90","140"
"2XQC","D","1.90","140"
"2XQH","A","1.99","281"
"2XQQ","A","1.31","89"
"2XQQ","B","1.31","89"
"2XQQ","C","1.31","89"
"2XQQ","D","1.31","89"
"2XQU","A","1.84","82"
"2XQU","B","1.84","82"
"2XQU","C","1.84","82"
"2XQU","D","1.84","82"
"2XQU","E","1.84","82"
"2XQX","A","2.01","151"
"2XQX","B","2.01","151"
"2XR5","A","1.42","166"
"2XRB","A","2.50","290"
"2XRH","A","1.50","100"
"2XRI","A","2.15","224"
"2XS5","A","1.60","87"
"2XS5","B","1.60","87"
"2XS6","A","2.09","214"
"2XS7","A","1.45","87"
"2XSD","C","2.05","164"
"2XSE","A","1.90","170"
"2XSF","A","1.70","89"
"2XSK","A","1.70","110"
"2XSQ","A","1.72","217"
"2XSS","A","2.50","181"
"2XSS","B","2.50","181"
"2XST","A","1.63","161"
"2XT2","A","2.00","200"
"2XT2","B","2.00","200"
"2XTC","A","2.22","90"
"2XTC","B","2.22","90"
"2XTP","A","1.50","260"
"2XTS","B","1.33","205"
"2XTS","D","1.33","205"
"2XU3","A","0.90","220"
"2XU8","B","1.98","116"
"2XU8","C","1.98","116"
"2XU8","A","1.98","116"
"2XUA","A","1.90","266"
"2XUA","H","1.90","266"
"2XUV","B","1.50","79"
"2XUV","C","1.50","79"
"2XUV","D","1.50","79"
"2XUV","A","1.50","79"
"2XV5","B","2.40","74"
"2XV5","A","2.40","74"
"2XVA","A","1.90","199"
"2XVA","B","1.90","199"
"2XVA","C","1.90","199"
"2XVA","D","1.90","199"
"2XVC","A","2.15","59"
"2XVO","D","2.08","192"
"2XVO","A","2.08","192"
"2XVO","B","2.08","192"
"2XVO","C","2.08","192"
"2XVS","A","1.80","166"
"2XVT","D","2.05","94"
"2XVT","E","2.05","94"
"2XVT","A","2.05","94"
"2XVT","F","2.05","94"
"2XVT","B","2.05","94"
"2XVT","C","2.05","94"
"2XVY","A","1.70","269"
"2XW6","A","1.08","134"
"2XW6","B","1.08","134"
"2XW6","C","1.08","134"
"2XW7","A","2.00","178"
"2XW7","B","2.00","178"
"2XWG","A","2.40","235"
"2XWG","B","2.40","235"
"2XWG","C","2.40","235"
"2XWG","D","2.40","235"
"2XWG","E","2.40","235"
"2XWS","A","1.60","133"
"2XWT","C","1.90","239"
"2XX3","A","2.00","232"
"2XXM","A","1.65","75"
"2XY1","A","1.98","192"
"2XY2","A","1.82","189"
"2XYG","B","1.54","93"
"2XYQ","A","2.00","290"
"2XYQ","B","2.00","122"
"2XYT","E","2.05","217"
"2XYT","J","2.05","217"
"2XYT","A","2.05","217"
"2XYT","F","2.05","217"
"2XYT","B","2.05","217"
"2XYT","G","2.05","217"
"2XYT","C","2.05","217"
"2XYT","H","2.05","217"
"2XYT","D","2.05","217"
"2XYT","I","2.05","217"
"2XZ8","A","1.94","150"
"2XZ8","B","1.94","150"
"2XZE","B","1.75","146"
"2XZE","A","1.75","146"
"2XZF","A","1.80","271"
"2XZU","A","1.82","271"
"2XZZ","A","2.30","102"
"2Y0O","A","1.23","175"
"2Y1B","A","2.00","128"
"2Y28","A","1.80","187"
"2Y28","B","1.80","187"
"2Y28","C","1.80","187"
"2Y32","B","1.78","138"
"2Y32","C","1.78","138"
"2Y32","D","1.78","138"
"2Y32","A","1.78","138"
"2Y39","A","1.41","118"
"2Y3C","A","1.40","294"
"2Y3V","A","1.92","159"
"2Y3V","B","1.92","159"
"2Y3V","C","1.92","159"
"2Y3V","D","1.92","159"
"2Y3Y","A","2.39","91"
"2Y3Y","B","2.39","91"
"2Y3Y","C","2.39","91"
"2Y3Y","D","2.39","91"
"2Y43","A","1.80","99"
"2Y43","B","1.80","99"
"2Y44","A","1.65","184"
"2Y4R","A","1.75","292"
"2Y4R","B","1.75","292"
"2Y4Y","A","1.70","93"
"2Y4Y","B","1.70","93"
"2Y4Y","C","1.70","93"
"2Y4Y","D","1.70","93"
"2Y5F","L","1.29","54"
"2Y5P","A","1.30","74"
"2Y5P","B","1.30","74"
"2Y5P","C","1.30","74"
"2Y5P","D","1.30","74"
"2Y69","R","1.95","152"
"2Y69","D","1.95","169"
"2Y69","Y","1.95","63"
"2Y69","K","1.95","80"
"2Y69","S","1.95","129"
"2Y69","E","1.95","152"
"2Y69","Z","1.95","70"
"2Y69","L","1.95","63"
"2Y69","T","1.95","97"
"2Y69","F","1.95","129"
"2Y69","M","1.95","70"
"2Y69","W","1.95","80"
"2Y69","G","1.95","97"
"2Y69","Q","1.95","169"
"2Y69","X","1.95","80"
"2Y69","J","1.95","80"
"2Y6H","A","1.08","167"
"2Y6X","A","1.60","113"
"2Y71","A","1.50","146"
"2Y78","A","0.91","133"
"2Y7B","A","1.90","134"
"2Y7E","A","1.28","282"
"2Y7E","B","1.28","282"
"2Y8F","A","2.10","138"
"2Y8F","B","2.10","138"
"2Y8F","C","2.10","138"
"2Y8F","D","2.10","138"
"2Y8N","B","1.75","86"
"2Y8N","D","1.75","86"
"2Y8P","A","2.00","194"
"2Y8P","B","2.00","194"
"2Y8U","B","1.99","230"
"2Y8U","A","1.99","230"
"2Y8V","A","1.99","290"
"2Y8V","B","1.99","290"
"2Y8V","C","1.99","290"
"2Y8V","D","1.99","290"
"2Y8W","A","1.80","215"
"2Y8Y","A","1.44","215"
"2Y90","A","2.25","104"
"2Y96","B","2.38","219"
"2Y96","A","2.38","219"
"2Y9H","I","2.50","215"
"2Y9H","A","2.50","215"
"2Y9H","K","2.50","215"
"2Y9H","C","2.50","215"
"2Y9H","M","2.50","215"
"2Y9H","E","2.50","215"
"2Y9H","O","2.50","215"
"2Y9H","G","2.50","215"
"2Y9U","A","1.60","69"
"2YAD","E","2.20","171"
"2YAD","A","2.20","171"
"2YAD","F","2.20","171"
"2YAD","B","2.20","171"
"2YAD","C","2.20","171"
"2YAD","D","2.20","171"
"2YAN","A","1.90","105"
"2YAN","B","1.90","105"
"2YB1","A","1.90","292"
"2YB6","A","1.50","152"
"2YBQ","A","2.00","292"
"2YCD","A","1.40","230"
"2YD6","A","1.35","212"
"2YEV","C","2.36","66"
"2YEV","F","2.36","66"
"2YFA","A","1.80","258"
"2YFA","B","1.80","258"
"2YFD","B","1.77","154"
"2YFD","C","1.77","154"
"2YFD","D","1.77","154"
"2YFD","A","1.77","154"
"2YFV","C","2.32","63"
"2YFV","A","2.32","100"
"2YG2","A","1.70","172"
"2YG2","B","1.70","172"
"2YG9","A","1.95","225"
"2YG9","B","1.95","225"
"2YGG","A","2.23","70"
"2YGT","A","2.40","298"
"2YH5","A","1.25","127"
"2YH6","B","1.55","112"
"2YH6","C","1.55","112"
"2YH6","D","1.55","112"
"2YH6","A","1.55","112"
"2YH9","C","1.80","88"
"2YH9","A","1.80","88"
"2YH9","B","1.80","88"
"2YHO","G","2.10","79"
"2YHO","A","2.10","79"
"2YHO","C","2.10","79"
"2YHO","E","2.10","79"
"2YIL","E","1.95","138"
"2YIL","A","1.95","138"
"2YIL","F","1.95","138"
"2YIL","B","1.95","138"
"2YIL","C","1.95","138"
"2YIL","D","1.95","138"
"2YJK","H","2.00","161"
"2YJK","D","2.00","161"
"2YJK","I","2.00","161"
"2YJK","E","2.00","161"
"2YJK","J","2.00","161"
"2YJK","A","2.00","161"
"2YJK","F","2.00","161"
"2YJK","K","2.00","161"
"2YJK","B","2.00","161"
"2YJK","G","2.00","161"
"2YJK","L","2.00","161"
"2YJK","C","2.00","161"
"2YJL","A","1.81","125"
"2YJL","B","1.81","125"
"2YJL","C","1.81","125"
"2YJZ","B","2.20","201"
"2YJZ","C","2.20","201"
"2YJZ","D","2.20","201"
"2YJZ","A","2.20","201"
"2YK3","C","1.55","114"
"2YK3","A","1.55","114"
"2YK3","B","1.55","114"
"2YKO","A","2.10","233"
"2YKO","B","2.10","233"
"2YKO","C","2.10","233"
"2YKT","A","2.11","253"
"2YLE","A","1.80","229"
"2YLN","A","1.12","283"
"2YMM","C","1.64","236"
"2YMM","D","1.64","236"
"2YMM","A","1.64","236"
"2YMM","B","1.64","236"
"2YMO","A","1.90","289"
"2YMS","C","2.10","75"
"2YMS","A","2.10","130"
"2YMS","B","2.10","74"
"2YN0","A","1.50","271"
"2YN5","A","1.85","288"
"2YN5","B","1.85","288"
"2YN7","A","2.25","225"
"2YN7","B","2.25","225"
"2YNQ","D","2.40","161"
"2YNQ","A","2.40","161"
"2YNQ","B","2.40","161"
"2YNQ","C","2.40","161"
"2YNZ","A","1.40","154"
"2YNZ","B","1.40","154"
"2YNZ","C","1.40","154"
"2YO3","A","2.00","268"
"2YO3","B","2.00","268"
"2YO3","C","2.00","268"
"2YOG","A","1.50","210"
"2YOG","B","1.50","210"
"2YOQ","A","2.35","214"
"2YOQ","B","2.35","214"
"2YOQ","C","2.35","214"
"2YPJ","A","2.35","155"
"2YQY","A","2.00","169"
"2YQY","B","2.00","169"
"2YQZ","A","1.80","263"
"2YQZ","B","1.80","263"
"2YSK","A","1.90","145"
"2YUT","A","2.20","207"
"2YV4","A","2.00","105"
"2YV7","A","1.70","260"
"2YV9","A","1.60","291"
"2YV9","B","1.60","291"
"2YVE","A","1.40","185"
"2YVE","B","1.40","185"
"2YVH","C","2.50","177"
"2YVH","D","2.50","177"
"2YVH","A","2.50","177"
"2YVH","B","2.50","177"
"2YVI","A","1.92","111"
"2YVL","C","2.20","248"
"2YVL","D","2.20","248"
"2YVL","A","2.20","248"
"2YVL","B","2.20","248"
"2YVO","A","1.67","182"
"2YVQ","A","1.98","143"
"2YVR","A","1.80","50"
"2YVR","B","1.80","50"
"2YVS","A","2.00","219"
"2YVS","B","2.00","219"
"2YVT","A","1.60","260"
"2YW3","E","1.67","207"
"2YW3","A","1.67","207"
"2YW3","F","1.67","207"
"2YW3","B","1.67","207"
"2YW3","C","1.67","207"
"2YW3","D","1.67","207"
"2YWI","A","1.60","196"
"2YWI","B","1.60","196"
"2YWJ","A","1.90","186"
"2YWK","A","1.54","95"
"2YWL","A","1.60","180"
"2YWL","B","1.60","180"
"2YX6","C","2.00","121"
"2YX6","D","2.00","121"
"2YX6","A","2.00","121"
"2YX6","B","2.00","121"
"2YXB","A","1.80","161"
"2YXM","A","1.51","100"
"2YXO","A","1.60","267"
"2YXO","B","1.60","267"
"2YXY","A","2.20","115"
"2YY0","C","2.40","53"
"2YY0","D","2.40","53"
"2YY0","A","2.40","53"
"2YY0","B","2.40","53"
"2YY3","C","2.50","91"
"2YY3","A","2.50","91"
"2YY3","B","2.50","91"
"2YY8","A","2.48","201"
"2YY8","B","2.48","201"
"2YYH","C","1.80","139"
"2YYH","D","1.80","139"
"2YYH","A","1.80","139"
"2YYH","B","1.80","139"
"2YYO","A","2.00","171"
"2YYS","B","2.20","286"
"2YYS","A","2.20","286"
"2YYV","A","1.65","227"
"2YYV","B","1.65","227"
"2YZI","A","2.25","138"
"2YZI","B","2.25","138"
"2YZJ","A","1.66","169"
"2YZJ","B","1.66","169"
"2YZJ","C","1.66","169"
"2YZK","C","1.80","178"
"2YZK","D","1.80","178"
"2YZK","A","1.80","178"
"2YZK","B","1.80","178"
"2YZQ","A","1.63","282"
"2YZT","A","1.80","67"
"2YZY","A","1.60","200"
"2Z06","A","2.20","252"
"2Z06","B","2.20","252"
"2Z06","C","2.20","252"
"2Z06","D","2.20","252"
"2Z08","A","1.55","137"
"2Z0B","D","2.00","131"
"2Z0B","E","2.00","131"
"2Z0B","A","2.00","131"
"2Z0B","F","2.00","131"
"2Z0B","B","2.00","131"
"2Z0B","C","2.00","131"
"2Z0J","G","1.50","237"
"2Z0J","C","1.50","237"
"2Z0J","H","1.50","237"
"2Z0J","D","1.50","237"
"2Z0J","E","1.50","237"
"2Z0J","A","1.50","237"
"2Z0J","F","1.50","237"
"2Z0J","B","1.50","237"
"2Z0R","D","2.30","103"
"2Z0R","I","2.30","103"
"2Z0R","E","2.30","103"
"2Z0R","J","2.30","103"
"2Z0R","A","2.30","103"
"2Z0R","F","2.30","103"
"2Z0R","K","2.30","103"
"2Z0R","B","2.30","103"
"2Z0R","G","2.30","103"
"2Z0R","L","2.30","103"
"2Z0R","C","2.30","103"
"2Z0R","H","2.30","103"
"2Z0T","A","1.80","109"
"2Z0T","B","1.80","109"
"2Z0T","C","1.80","109"
"2Z0T","D","1.80","109"
"2Z0U","B","2.20","155"
"2Z0U","A","2.20","155"
"2Z0W","A","2.50","96"
"2Z0X","A","1.64","158"
"2Z10","A","1.77","194"
"2Z14","A","1.68","133"
"2Z15","A","2.30","130"
"2Z15","B","2.30","130"
"2Z15","C","2.30","130"
"2Z15","D","2.30","130"
"2Z1C","A","1.80","75"
"2Z1C","B","1.80","75"
"2Z1C","C","1.80","75"
"2Z2N","A","1.65","299"
"2Z30","B","1.65","65"
"2Z3H","A","1.50","130"
"2Z3H","B","1.50","130"
"2Z3H","C","1.50","130"
"2Z3H","D","1.50","130"
"2Z3Q","A","1.85","119"
"2Z3Q","B","1.85","107"
"2Z3Q","C","1.85","119"
"2Z3Q","D","1.85","107"
"2Z4U","A","1.10","261"
"2Z51","A","1.35","154"
"2Z5B","A","1.96","151"
"2Z5B","B","1.96","179"
"2Z5D","B","2.10","179"
"2Z5D","A","2.10","179"
"2Z5I","E","2.10","52"
"2Z5I","A","2.10","52"
"2Z5I","F","2.10","52"
"2Z5I","B","2.10","52"
"2Z5I","G","2.10","52"
"2Z5I","C","2.10","52"
"2Z5I","H","2.10","52"
"2Z5I","D","2.10","52"
"2Z5T","M","2.30","140"
"2Z5T","N","2.30","140"
"2Z5T","O","2.30","140"
"2Z62","A","1.70","276"
"2Z69","B","2.10","154"
"2Z69","C","2.10","154"
"2Z69","A","2.10","154"
"2Z6D","A","2.00","130"
"2Z6D","B","2.00","130"
"2Z6O","A","1.60","172"
"2Z70","A","1.70","245"
"2Z7B","A","1.90","270"
"2Z7F","I","1.70","50"
"2Z7J","A","2.40","125"
"2Z84","A","1.70","218"
"2Z98","A","1.40","200"
"2Z99","A","2.30","219"
"2ZAL","A","1.90","160"
"2ZAL","C","1.90","160"
"2ZAY","A","2.00","147"
"2ZAY","B","2.00","147"
"2ZB9","A","2.25","214"
"2ZB9","B","2.25","214"
"2ZBI","A","2.00","292"
"2ZBI","B","2.00","292"
"2ZBT","D","1.65","297"
"2ZBT","A","1.65","297"
"2ZBT","B","1.65","297"
"2ZBT","C","1.65","297"
"2ZC2","A","2.10","78"
"2ZC2","B","2.10","78"
"2ZC3","C","2.50","125"
"2ZC3","D","2.50","168"
"2ZC3","F","2.50","125"
"2ZC3","A","2.50","168"
"2ZCA","A","1.80","169"
"2ZCA","B","1.80","169"
"2ZCN","A","1.90","192"
"2ZCN","B","1.90","192"
"2ZCN","C","1.90","192"
"2ZCN","D","1.90","192"
"2ZCU","A","1.80","286"
"2ZCW","A","1.50","202"
"2ZCX","A","2.22","231"
"2ZD7","A","1.85","264"
"2ZD7","B","1.85","264"
"2ZDJ","A","2.20","69"
"2ZDJ","B","2.20","69"
"2ZDJ","C","2.20","69"
"2ZDJ","D","2.20","69"
"2ZDP","B","1.50","110"
"2ZDP","A","1.50","110"
"2ZE7","A","2.10","253"
"2ZEJ","A","2.00","184"
"2ZEJ","B","2.00","184"
"2ZEX","A","1.20","147"
"2ZEX","B","1.20","147"
"2ZF9","D","1.95","194"
"2ZF9","A","1.95","194"
"2ZF9","B","1.95","194"
"2ZF9","C","1.95","194"
"2ZFD","A","1.20","226"
"2ZFD","B","1.20","123"
"2ZFH","B","2.05","179"
"2ZFH","C","2.05","179"
"2ZFH","D","2.05","179"
"2ZFH","E","2.05","179"
"2ZFH","A","2.05","179"
"2ZFH","F","2.05","179"
"2ZFU","A","2.00","215"
"2ZFU","B","2.00","215"
"2ZFY","A","1.69","234"
"2ZFZ","B","1.85","79"
"2ZFZ","C","1.85","79"
"2ZFZ","D","1.85","79"
"2ZFZ","E","1.85","79"
"2ZFZ","A","1.85","79"
"2ZFZ","F","1.85","79"
"2ZG6","A","2.40","220"
"2ZG6","B","2.40","220"
"2ZGI","D","1.93","246"
"2ZGI","A","1.93","246"
"2ZGI","B","1.93","246"
"2ZGI","C","1.93","246"
"2ZHP","A","1.60","124"
"2ZHP","B","1.60","124"
"2ZIB","A","1.34","133"
"2ZIG","A","2.10","297"
"2ZIG","B","2.10","297"
"2ZK9","X","1.15","185"
"2ZKO","A","1.70","73"
"2ZKO","B","1.70","73"
"2ZKZ","A","2.00","99"
"2ZKZ","B","2.00","99"
"2ZKZ","C","2.00","99"
"2ZKZ","D","2.00","99"
"2ZL7","A","1.35","295"
"2ZL7","B","1.35","295"
"2ZMF","A","2.10","189"
"2ZMF","B","2.10","189"
"2ZNL","B","2.30","81"
"2ZNR","A","1.20","178"
"2ZO0","B","2.19","212"
"2ZO1","B","1.96","212"
"2ZON","G","1.70","87"
"2ZOP","A","2.10","114"
"2ZOP","F","2.10","114"
"2ZOP","B","2.10","114"
"2ZOP","C","2.10","114"
"2ZOP","D","2.10","114"
"2ZOP","E","2.10","114"
"2ZOU","A","1.45","149"
"2ZOU","B","1.45","149"
"2ZOV","A","2.00","210"
"2ZPM","A","0.98","91"
"2ZPT","X","1.15","295"
"2ZQE","A","1.70","83"
"2ZQM","A","1.90","117"
"2ZQO","B","1.80","130"
"2ZQO","A","1.80","130"
"2ZRR","A","1.80","118"
"2ZS0","A","1.60","140"
"2ZS0","D","1.60","145"
"2ZSC","B","1.30","141"
"2ZSC","A","1.30","141"
"2ZSI","B","1.80","110"
"2ZTB","A","2.38","252"
"2ZTB","B","2.38","252"
"2ZTD","A","2.40","212"
"2ZTD","B","2.40","212"
"2ZVC","A","2.00","295"
"2ZVY","A","1.75","183"
"2ZVY","B","1.75","183"
"2ZW2","A","1.55","92"
"2ZW2","B","1.55","92"
"2ZWR","A","2.20","207"
"2ZWR","B","2.20","207"
"2ZX2","A","1.80","195"
"2ZX2","B","1.80","195"
"2ZXE","G","2.40","74"
"2ZXL","A","2.40","285"
"2ZXL","B","2.40","285"
"2ZXY","A","1.15","87"
"2ZYQ","A","2.00","300"
"2ZYQ","B","2.00","300"
"2ZYZ","C","1.70","116"
"2ZYZ","D","1.70","183"
"2ZYZ","A","1.70","116"
"2ZYZ","B","1.70","183"
"2ZZ8","A","2.01","241"
"2ZZ8","B","2.01","241"
"2ZZD","J","1.78","126"
"2ZZD","A","1.78","126"
"2ZZD","F","1.78","243"
"2ZZD","K","1.78","157"
"2ZZD","B","1.78","157"
"2ZZD","G","1.78","126"
"2ZZD","L","1.78","243"
"2ZZD","C","1.78","243"
"2ZZD","H","1.78","157"
"2ZZD","D","1.78","126"
"2ZZD","I","1.78","243"
"2ZZD","E","1.78","157"
"2ZZJ","A","1.80","238"
"2ZZS","6","1.80","103"
"2ZZS","W","1.80","103"
"2ZZS","N","1.80","103"
"2ZZS","E","1.80","103"
"2ZZS","2","1.80","103"
"2ZZS","S","1.80","103"
"2ZZS","J","1.80","103"
"2ZZS","A","1.80","103"
"2ZZS","X","1.80","103"
"2ZZS","O","1.80","103"
"2ZZS","F","1.80","103"
"2ZZS","3","1.80","103"
"2ZZS","T","1.80","103"
"2ZZS","K","1.80","103"
"2ZZS","B","1.80","103"
"2ZZS","Y","1.80","103"
"2ZZS","P","1.80","103"
"2ZZS","G","1.80","103"
"2ZZS","4","1.80","103"
"2ZZS","U","1.80","103"
"2ZZS","L","1.80","103"
"2ZZS","C","1.80","103"
"2ZZS","Z","1.80","103"
"2ZZS","Q","1.80","103"
"2ZZS","H","1.80","103"
"2ZZS","5","1.80","103"
"2ZZS","V","1.80","103"
"2ZZS","M","1.80","103"
"2ZZS","D","1.80","103"
"2ZZS","1","1.80","103"
"2ZZS","R","1.80","103"
"2ZZS","I","1.80","103"
"3A02","A","1.00","60"
"3A07","A","1.19","118"
"3A07","B","1.19","118"
"3A0S","A","1.47","96"
"3A0Y","B","1.57","152"
"3A0Y","A","1.57","152"
"3A1B","A","2.29","159"
"3A1F","A","2.00","186"
"3A1G","A","1.70","80"
"3A1G","C","1.70","80"
"3A1J","A","2.50","266"
"3A1J","B","2.50","281"
"3A1J","C","2.50","263"
"3A1M","C","2.00","139"
"3A1M","D","2.00","139"
"3A1M","E","2.00","139"
"3A1M","A","2.00","139"
"3A1M","F","2.00","139"
"3A1M","B","2.00","139"
"3A1P","B","2.30","93"
"3A1P","D","2.30","93"
"3A1S","A","1.50","258"
"3A1S","B","1.50","258"
"3A1W","A","1.90","168"
"3A1Y","E","2.13","58"
"3A1Y","A","2.13","58"
"3A1Y","F","2.13","58"
"3A1Y","B","2.13","58"
"3A1Y","G","2.13","284"
"3A1Y","C","2.13","58"
"3A1Y","D","2.13","58"
"3A27","A","2.01","272"
"3A2A","B","2.00","58"
"3A2A","C","2.00","58"
"3A2A","D","2.00","58"
"3A2A","A","2.00","58"
"3A2E","B","2.38","108"
"3A2E","C","2.38","108"
"3A2E","D","2.38","108"
"3A2E","A","2.38","108"
"3A2Z","A","1.50","197"
"3A35","B","1.42","190"
"3A35","A","1.42","190"
"3A45","A","2.30","289"
"3A45","B","2.30","289"
"3A46","A","2.20","289"
"3A46","B","2.20","289"
"3A4C","A","1.89","106"
"3A4M","A","1.79","260"
"3A4M","B","1.79","260"
"3A4R","B","1.00","79"
"3A4R","A","1.00","79"
"3A4U","B","1.84","143"
"3A57","A","1.50","165"
"3A5P","C","1.82","104"
"3A5P","D","1.82","104"
"3A5P","A","1.82","104"
"3A5P","B","1.82","104"
"3A68","L","1.80","212"
"3A68","C","1.80","212"
"3A68","Q","1.80","212"
"3A68","H","1.80","212"
"3A68","V","1.80","212"
"3A68","M","1.80","212"
"3A68","D","1.80","212"
"3A68","R","1.80","212"
"3A68","I","1.80","212"
"3A68","W","1.80","212"
"3A68","N","1.80","212"
"3A68","E","1.80","212"
"3A68","S","1.80","212"
"3A68","J","1.80","212"
"3A68","A","1.80","212"
"3A68","X","1.80","212"
"3A68","O","1.80","212"
"3A68","F","1.80","212"
"3A68","T","1.80","212"
"3A68","K","1.80","212"
"3A68","B","1.80","212"
"3A68","P","1.80","212"
"3A68","G","1.80","212"
"3A68","U","1.80","212"
"3A6D","B","1.90","260"
"3A6D","C","1.90","260"
"3A6D","D","1.90","260"
"3A6D","E","1.90","260"
"3A6D","A","1.90","260"
"3A6D","F","1.90","260"
"3A76","A","2.25","176"
"3A76","B","2.25","176"
"3A76","C","2.25","176"
"3A7L","A","1.30","128"
"3A7O","A","2.50","75"
"3A7O","F","2.50","75"
"3A7O","B","2.50","75"
"3A7O","C","2.50","75"
"3A7O","D","2.50","75"
"3A7O","E","2.50","75"
"3A8G","B","1.11","212"
"3A8P","C","2.10","263"
"3A8P","D","2.10","263"
"3A8P","A","2.10","263"
"3A8P","B","2.10","263"
"3A8R","A","2.40","179"
"3A8R","B","2.40","179"
"3A8Y","D","2.30","142"
"3A8Y","C","2.30","142"
"3A98","A","2.10","184"
"3A98","B","2.10","203"
"3A98","C","2.10","184"
"3A98","D","2.10","203"
"3A9F","A","1.30","92"
"3A9F","B","1.30","92"
"3AA0","A","1.70","286"
"3AA0","B","1.70","244"
"3AAF","A","1.90","134"
"3AAF","B","1.90","134"
"3AAI","D","2.10","94"
"3AAI","A","2.10","94"
"3AAI","B","2.10","94"
"3AAI","C","2.10","94"
"3AB3","B","2.40","246"
"3AB3","D","2.40","246"
"3AB8","B","1.70","268"
"3AB8","A","1.70","268"
"3ABD","X","1.90","52"
"3ABD","Y","1.90","52"
"3ABF","C","1.94","64"
"3ABF","D","1.94","64"
"3ABF","E","1.94","64"
"3ABF","A","1.94","64"
"3ABF","F","1.94","64"
"3ABF","B","1.94","64"
"3ACH","A","1.40","203"
"3ACX","A","1.31","293"
"3ADD","A","2.40","259"
"3ADD","B","2.40","259"
"3ADG","A","1.70","73"
"3ADL","A","2.20","88"
"3ADR","A","1.80","261"
"3ADR","B","1.80","261"
"3ADY","A","2.00","148"
"3AEI","B","1.70","99"
"3AEI","A","1.70","99"
"3AFA","D","2.50","129"
"3AFA","E","2.50","139"
"3AFA","A","2.50","139"
"3AFA","F","2.50","106"
"3AFA","B","2.50","106"
"3AFA","G","2.50","133"
"3AFA","C","2.50","133"
"3AFA","H","2.50","129"
"3AFP","A","2.05","168"
"3AFP","B","2.05","168"
"3AG7","A","1.80","106"
"3AGN","A","0.96","114"
"3AGT","A","1.40","136"
"3AGT","B","1.40","136"
"3AGY","A","1.85","181"
